STEMFLAG,OCCTITLE,ANNMEDSAL,EDLEVEL,EDLEVELNUM,county
NON-STEM,"Judges, Magistrate Judges, and Magistrates",126097,Doctoral or professional degree,9,spokane
NON-STEM,Judicial Law Clerks,41086,Doctoral or professional degree,9,vancouver
NON-STEM,Judicial Law Clerks,48295,Doctoral or professional degree,9,spokane
NON-STEM,Judicial Law Clerks,82606,Doctoral or professional degree,9,yakima
NON-STEM,Judicial Law Clerks,52432,Doctoral or professional degree,9,snohomish
NON-STEM,Judicial Law Clerks,52432,Doctoral or professional degree,9,king
NON-STEM,"Kindergarten Teachers, Except Special Education",56732,Bachelor's degree,6,vancouver
NON-STEM,"Kindergarten Teachers, Except Special Education",57654,Bachelor's degree,6,spokane
NON-STEM,Labor Relations Specialists,61152,Bachelor's degree,6,spokane
NON-STEM,Labor Relations Specialists,69761,Bachelor's degree,6,vancouver
NON-STEM,Labor Relations Specialists,78005,Bachelor's degree,6,snohomish
NON-STEM,Labor Relations Specialists,78005,Bachelor's degree,6,king
NON-STEM,Labor Relations Specialists,87039,Bachelor's degree,6,yakima
NON-STEM,"Laborers and Freight, Stock, and Material Movers, Hand",27247,No formal educational credential,1,spokane
NON-STEM,"Laborers and Freight, Stock, and Material Movers, Hand",27705,No formal educational credential,1,yakima
NON-STEM,"Laborers and Freight, Stock, and Material Movers, Hand",29057,No formal educational credential,1,vancouver
NON-STEM,"Laborers and Freight, Stock, and Material Movers, Hand",31659,No formal educational credential,1,snohomish
NON-STEM,"Laborers and Freight, Stock, and Material Movers, Hand",31659,No formal educational credential,1,king
NON-STEM,Landscaping and Groundskeeping Workers,26241,No formal educational credential,1,yakima
NON-STEM,Landscaping and Groundskeeping Workers,27774,No formal educational credential,1,spokane
NON-STEM,Landscaping and Groundskeeping Workers,30574,No formal educational credential,1,vancouver
NON-STEM,Landscaping and Groundskeeping Workers,34487,No formal educational credential,1,snohomish
NON-STEM,Landscaping and Groundskeeping Workers,34487,No formal educational credential,1,king
NON-STEM,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",37782,High school diploma or equivalent,2,snohomish
NON-STEM,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",37782,High school diploma or equivalent,2,king
NON-STEM,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",38616,High school diploma or equivalent,2,spokane
NON-STEM,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",37167,High school diploma or equivalent,2,yakima
NON-STEM,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",50657,High school diploma or equivalent,2,vancouver
NON-STEM,Laundry and Dry-Cleaning Workers,24021,No formal educational credential,1,yakima
NON-STEM,Laundry and Dry-Cleaning Workers,24204,No formal educational credential,1,spokane
NON-STEM,Laundry and Dry-Cleaning Workers,24316,No formal educational credential,1,vancouver
NON-STEM,Laundry and Dry-Cleaning Workers,27797,No formal educational credential,1,snohomish
NON-STEM,Laundry and Dry-Cleaning Workers,27797,No formal educational credential,1,king
NON-STEM,"Law Teachers, Postsecondary",103536,Doctoral or professional degree,9,snohomish
NON-STEM,"Law Teachers, Postsecondary",103536,Doctoral or professional degree,9,king
NON-STEM,"Law Teachers, Postsecondary",78290,Doctoral or professional degree,9,yakima
NON-STEM,"Law Teachers, Postsecondary",115255,Doctoral or professional degree,9,vancouver
NON-STEM,"Law Teachers, Postsecondary",197442,Doctoral or professional degree,9,spokane
NON-STEM,Lawyers,73787,Doctoral or professional degree,9,yakima
NON-STEM,Lawyers,100322,Doctoral or professional degree,9,spokane
NON-STEM,Lawyers,124282,Doctoral or professional degree,9,vancouver
NON-STEM,Lawyers,133094,Doctoral or professional degree,9,snohomish
NON-STEM,Lawyers,133094,Doctoral or professional degree,9,king
NON-STEM,"Layout Workers, Metal and Plastic",56204,High school diploma or equivalent,2,vancouver
NON-STEM,"Layout Workers, Metal and Plastic",107464,High school diploma or equivalent,2,yakima
NON-STEM,"Layout Workers, Metal and Plastic",60527,High school diploma or equivalent,2,spokane
NON-STEM,"Layout Workers, Metal and Plastic",62688,High school diploma or equivalent,2,snohomish
NON-STEM,"Layout Workers, Metal and Plastic",62688,High school diploma or equivalent,2,king
NON-STEM,Legal Secretaries,33235,High school diploma or equivalent,2,yakima
NON-STEM,Legal Secretaries,41912,High school diploma or equivalent,2,spokane
NON-STEM,Legal Secretaries,49827,High school diploma or equivalent,2,vancouver
NON-STEM,Legal Secretaries,51563,High school diploma or equivalent,2,snohomish
NON-STEM,Legal Secretaries,51563,High school diploma or equivalent,2,king
NON-STEM,"Legal Support Workers, All Other",54734,High school diploma or equivalent,2,spokane
NON-STEM,"Legal Support Workers, All Other",51922,High school diploma or equivalent,2,yakima
NON-STEM,"Legal Support Workers, All Other",62024,High school diploma or equivalent,2,snohomish
NON-STEM,"Legal Support Workers, All Other",62024,High school diploma or equivalent,2,king
NON-STEM,"Legal Support Workers, All Other",62663,High school diploma or equivalent,2,vancouver
NON-STEM,Legislators,81209,Bachelor's degree,6,vancouver
NON-STEM,Legislators,82324,Bachelor's degree,6,snohomish
NON-STEM,Legislators,82324,Bachelor's degree,6,king
NON-STEM,Librarians,60230,Master's degree,8,vancouver
NON-STEM,Librarians,60706,Master's degree,8,spokane
NON-STEM,Librarians,60940,Master's degree,8,yakima
NON-STEM,Librarians,70298,Master's degree,8,snohomish
NON-STEM,Librarians,70298,Master's degree,8,king
NON-STEM,"Library Assistants, Clerical",27329,High school diploma or equivalent,2,spokane
NON-STEM,"Library Assistants, Clerical",28395,High school diploma or equivalent,2,snohomish
NON-STEM,"Library Assistants, Clerical",28395,High school diploma or equivalent,2,king
NON-STEM,"Library Assistants, Clerical",29359,High school diploma or equivalent,2,yakima
NON-STEM,"Library Assistants, Clerical",32119,High school diploma or equivalent,2,vancouver
NON-STEM,"Library Science Teachers, Postsecondary",92981,Doctoral or professional degree,9,snohomish
NON-STEM,"Library Science Teachers, Postsecondary",92981,Doctoral or professional degree,9,king
NON-STEM,"Library Science Teachers, Postsecondary",92981,Doctoral or professional degree,9,yakima
NON-STEM,"Library Science Teachers, Postsecondary",92981,Doctoral or professional degree,9,vancouver
NON-STEM,"Library Science Teachers, Postsecondary",92981,Doctoral or professional degree,9,spokane
NON-STEM,Library Technicians,31322,Postsecondary nondegree award,7,yakima
NON-STEM,Library Technicians,37953,Postsecondary nondegree award,7,spokane
NON-STEM,Library Technicians,37963,Postsecondary nondegree award,7,vancouver
NON-STEM,Library Technicians,44493,Postsecondary nondegree award,7,snohomish
NON-STEM,Library Technicians,44493,Postsecondary nondegree award,7,king
NON-STEM,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",22808,No formal educational credential,1,vancouver
NON-STEM,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",23012,No formal educational credential,1,yakima
NON-STEM,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",25066,No formal educational credential,1,snohomish
NON-STEM,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",25066,No formal educational credential,1,king
NON-STEM,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",25272,No formal educational credential,1,spokane
NON-STEM,Light Truck or Delivery Services Drivers,35828,High school diploma or equivalent,2,vancouver
NON-STEM,Light Truck or Delivery Services Drivers,35950,High school diploma or equivalent,2,yakima
NON-STEM,Light Truck or Delivery Services Drivers,36651,High school diploma or equivalent,2,spokane
NON-STEM,Light Truck or Delivery Services Drivers,37353,High school diploma or equivalent,2,snohomish
NON-STEM,Light Truck or Delivery Services Drivers,37353,High school diploma or equivalent,2,king
NON-STEM,Loan Interviewers and Clerks,34808,High school diploma or equivalent,2,yakima
NON-STEM,Loan Interviewers and Clerks,36229,High school diploma or equivalent,2,snohomish
NON-STEM,Loan Interviewers and Clerks,36229,High school diploma or equivalent,2,king
NON-STEM,Loan Interviewers and Clerks,37010,High school diploma or equivalent,2,spokane
NON-STEM,Loan Interviewers and Clerks,41273,High school diploma or equivalent,2,vancouver
NON-STEM,"Locker Room, Coatroom, and Dressing Room Attendants",22695,High school diploma or equivalent,2,spokane
NON-STEM,"Locker Room, Coatroom, and Dressing Room Attendants",22726,High school diploma or equivalent,2,vancouver
NON-STEM,"Locker Room, Coatroom, and Dressing Room Attendants",30926,High school diploma or equivalent,2,yakima
NON-STEM,"Locker Room, Coatroom, and Dressing Room Attendants",25536,High school diploma or equivalent,2,snohomish
NON-STEM,"Locker Room, Coatroom, and Dressing Room Attendants",25536,High school diploma or equivalent,2,king
NON-STEM,Locksmiths and Safe Repairers,35838,High school diploma or equivalent,2,vancouver
NON-STEM,Locksmiths and Safe Repairers,28970,High school diploma or equivalent,2,snohomish
NON-STEM,Locksmiths and Safe Repairers,28970,High school diploma or equivalent,2,king
NON-STEM,Locksmiths and Safe Repairers,43079,High school diploma or equivalent,2,spokane
NON-STEM,Locksmiths and Safe Repairers,46697,High school diploma or equivalent,2,yakima
NON-STEM,Lodging Managers,47433,High school diploma or equivalent,2,vancouver
NON-STEM,Lodging Managers,50095,High school diploma or equivalent,2,yakima
NON-STEM,Lodging Managers,51023,High school diploma or equivalent,2,spokane
NON-STEM,Lodging Managers,54572,High school diploma or equivalent,2,snohomish
NON-STEM,Lodging Managers,54572,High school diploma or equivalent,2,king
NON-STEM,Log Graders and Scalers,48044,High school diploma or equivalent,2,vancouver
NON-STEM,Log Graders and Scalers,48044,High school diploma or equivalent,2,yakima
NON-STEM,Log Graders and Scalers,48044,High school diploma or equivalent,2,snohomish
NON-STEM,Log Graders and Scalers,48044,High school diploma or equivalent,2,spokane
NON-STEM,Log Graders and Scalers,48044,High school diploma or equivalent,2,king
NON-STEM,Logging Equipment Operators,37189,High school diploma or equivalent,2,spokane
NON-STEM,Logging Equipment Operators,43281,High school diploma or equivalent,2,vancouver
NON-STEM,Logging Equipment Operators,44140,High school diploma or equivalent,2,yakima
NON-STEM,Logging Equipment Operators,50669,High school diploma or equivalent,2,snohomish
NON-STEM,Logging Equipment Operators,50669,High school diploma or equivalent,2,king
NON-STEM,"Logging Workers, All Other",36623,High school diploma or equivalent,2,vancouver
NON-STEM,"Logging Workers, All Other",36623,High school diploma or equivalent,2,yakima
NON-STEM,"Logging Workers, All Other",36623,High school diploma or equivalent,2,snohomish
NON-STEM,"Logging Workers, All Other",36623,High school diploma or equivalent,2,spokane
NON-STEM,"Logging Workers, All Other",36623,High school diploma or equivalent,2,king
NON-STEM,Machine Feeders and Offbearers,26617,No formal educational credential,1,vancouver
NON-STEM,Machine Feeders and Offbearers,27400,No formal educational credential,1,snohomish
NON-STEM,Machine Feeders and Offbearers,27400,No formal educational credential,1,king
NON-STEM,Machine Feeders and Offbearers,28538,No formal educational credential,1,yakima
NON-STEM,Machine Feeders and Offbearers,42568,No formal educational credential,1,spokane
NON-STEM,Maids and Housekeeping Cleaners,23339,No formal educational credential,1,spokane
NON-STEM,Maids and Housekeeping Cleaners,25383,No formal educational credential,1,vancouver
NON-STEM,Maids and Housekeeping Cleaners,25659,No formal educational credential,1,snohomish
NON-STEM,Maids and Housekeeping Cleaners,25659,No formal educational credential,1,king
NON-STEM,Maids and Housekeeping Cleaners,25975,No formal educational credential,1,yakima
NON-STEM,"Mail Clerks and Mail Machine Operators, Except Postal Service",31916,High school diploma or equivalent,2,vancouver
NON-STEM,"Mail Clerks and Mail Machine Operators, Except Postal Service",33225,High school diploma or equivalent,2,spokane
NON-STEM,"Mail Clerks and Mail Machine Operators, Except Postal Service",29194,High school diploma or equivalent,2,yakima
NON-STEM,"Mail Clerks and Mail Machine Operators, Except Postal Service",36391,High school diploma or equivalent,2,snohomish
NON-STEM,"Mail Clerks and Mail Machine Operators, Except Postal Service",36391,High school diploma or equivalent,2,king
NON-STEM,"Maintenance and Repair Workers, General",38130,High school diploma or equivalent,2,spokane
NON-STEM,"Maintenance and Repair Workers, General",39317,High school diploma or equivalent,2,yakima
NON-STEM,"Maintenance and Repair Workers, General",42856,High school diploma or equivalent,2,vancouver
NON-STEM,"Maintenance and Repair Workers, General",44397,High school diploma or equivalent,2,snohomish
NON-STEM,"Maintenance and Repair Workers, General",44397,High school diploma or equivalent,2,king
NON-STEM,"Makeup Artists, Theatrical and Performance",37162,Postsecondary nondegree award,7,snohomish
NON-STEM,"Makeup Artists, Theatrical and Performance",37162,Postsecondary nondegree award,7,king
NON-STEM,"Makeup Artists, Theatrical and Performance",37162,Postsecondary nondegree award,7,yakima
NON-STEM,"Makeup Artists, Theatrical and Performance",37162,Postsecondary nondegree award,7,vancouver
NON-STEM,"Makeup Artists, Theatrical and Performance",37162,Postsecondary nondegree award,7,spokane
NON-STEM,Management Analysts,61183,Bachelor's degree,6,yakima
NON-STEM,Management Analysts,86603,Bachelor's degree,6,spokane
NON-STEM,Management Analysts,88124,Bachelor's degree,6,vancouver
NON-STEM,Management Analysts,106315,Bachelor's degree,6,snohomish
NON-STEM,Management Analysts,106315,Bachelor's degree,6,king
NON-STEM,"Managers, All Other",91916,Bachelor's degree,6,yakima
NON-STEM,"Managers, All Other",94674,Bachelor's degree,6,spokane
NON-STEM,"Managers, All Other",96662,Bachelor's degree,6,vancouver
NON-STEM,"Managers, All Other",117418,Bachelor's degree,6,snohomish
NON-STEM,"Managers, All Other",117418,Bachelor's degree,6,king
NON-STEM,Manicurists and Pedicurists,24034,Postsecondary nondegree award,7,vancouver
NON-STEM,Manicurists and Pedicurists,88883,Postsecondary nondegree award,7,yakima
NON-STEM,Manicurists and Pedicurists,28029,Postsecondary nondegree award,7,snohomish
NON-STEM,Manicurists and Pedicurists,28029,Postsecondary nondegree award,7,king
NON-STEM,Manicurists and Pedicurists,29664,Postsecondary nondegree award,7,spokane
NON-STEM,Marketing Managers,111222,Bachelor's degree,6,vancouver
NON-STEM,Marketing Managers,111303,Bachelor's degree,6,spokane
NON-STEM,Marketing Managers,117631,Bachelor's degree,6,yakima
NON-STEM,Marketing Managers,143558,Bachelor's degree,6,snohomish
NON-STEM,Marketing Managers,143558,Bachelor's degree,6,king
NON-STEM,Marriage and Family Therapists,39058,Master's degree,8,vancouver
NON-STEM,Marriage and Family Therapists,39244,Master's degree,8,yakima
NON-STEM,Marriage and Family Therapists,91355,Master's degree,8,spokane
NON-STEM,Marriage and Family Therapists,46338,Master's degree,8,snohomish
NON-STEM,Marriage and Family Therapists,46338,Master's degree,8,king
NON-STEM,Massage Therapists,49182,Postsecondary nondegree award,7,vancouver
NON-STEM,Massage Therapists,50398,Postsecondary nondegree award,7,snohomish
NON-STEM,Massage Therapists,50398,Postsecondary nondegree award,7,king
NON-STEM,Massage Therapists,53075,Postsecondary nondegree award,7,spokane
NON-STEM,Massage Therapists,54740,Postsecondary nondegree award,7,yakima
NON-STEM,"Material Moving Workers, All Other",40128,No formal educational credential,1,vancouver
NON-STEM,"Material Moving Workers, All Other",49314,No formal educational credential,1,yakima
NON-STEM,"Material Moving Workers, All Other",50268,No formal educational credential,1,spokane
NON-STEM,"Material Moving Workers, All Other",55338,No formal educational credential,1,snohomish
NON-STEM,"Material Moving Workers, All Other",55338,No formal educational credential,1,king
NON-STEM,"Meat, Poultry, and Fish Cutters and Trimmers",24173,No formal educational credential,1,spokane
NON-STEM,"Meat, Poultry, and Fish Cutters and Trimmers",25883,No formal educational credential,1,vancouver
NON-STEM,"Meat, Poultry, and Fish Cutters and Trimmers",26535,No formal educational credential,1,snohomish
NON-STEM,"Meat, Poultry, and Fish Cutters and Trimmers",26535,No formal educational credential,1,king
NON-STEM,"Meat, Poultry, and Fish Cutters and Trimmers",30941,No formal educational credential,1,yakima
NON-STEM,Mechanical Door Repairers,43525,High school diploma or equivalent,2,snohomish
NON-STEM,Mechanical Door Repairers,43525,High school diploma or equivalent,2,king
NON-STEM,Mechanical Door Repairers,43525,High school diploma or equivalent,2,yakima
NON-STEM,Mechanical Door Repairers,43525,High school diploma or equivalent,2,vancouver
NON-STEM,Mechanical Door Repairers,43525,High school diploma or equivalent,2,spokane
NON-STEM,"Media and Communication Equipment Workers, All Other",47940,High school diploma or equivalent,2,vancouver
NON-STEM,"Media and Communication Equipment Workers, All Other",44997,High school diploma or equivalent,2,yakima
NON-STEM,"Media and Communication Equipment Workers, All Other",57708,High school diploma or equivalent,2,spokane
NON-STEM,"Media and Communication Equipment Workers, All Other",62592,High school diploma or equivalent,2,snohomish
NON-STEM,"Media and Communication Equipment Workers, All Other",62592,High school diploma or equivalent,2,king
NON-STEM,"Media and Communication Workers, All Other",55038,High school diploma or equivalent,2,vancouver
NON-STEM,"Media and Communication Workers, All Other",60074,High school diploma or equivalent,2,yakima
NON-STEM,"Media and Communication Workers, All Other",57624,High school diploma or equivalent,2,snohomish
NON-STEM,"Media and Communication Workers, All Other",57624,High school diploma or equivalent,2,king
NON-STEM,Medical Equipment Preparers,33609,High school diploma or equivalent,2,yakima
NON-STEM,Medical Equipment Preparers,37696,High school diploma or equivalent,2,snohomish
NON-STEM,Medical Equipment Preparers,37696,High school diploma or equivalent,2,king
NON-STEM,Medical Equipment Preparers,38115,High school diploma or equivalent,2,spokane
NON-STEM,Medical Equipment Preparers,40220,High school diploma or equivalent,2,vancouver
NON-STEM,Medical Secretaries,35366,High school diploma or equivalent,2,yakima
NON-STEM,Medical Secretaries,37822,High school diploma or equivalent,2,vancouver
NON-STEM,Medical Secretaries,39192,High school diploma or equivalent,2,spokane
NON-STEM,Medical Secretaries,44104,High school diploma or equivalent,2,snohomish
NON-STEM,Medical Secretaries,44104,High school diploma or equivalent,2,king
NON-STEM,Medical Transcriptionists,41477,Postsecondary nondegree award,7,vancouver
NON-STEM,Medical Transcriptionists,44951,Postsecondary nondegree award,7,yakima
NON-STEM,Medical Transcriptionists,45401,Postsecondary nondegree award,7,spokane
NON-STEM,Medical Transcriptionists,46290,Postsecondary nondegree award,7,snohomish
NON-STEM,Medical Transcriptionists,46290,Postsecondary nondegree award,7,king
NON-STEM,"Meeting, Convention, and Event Planners",43225,Bachelor's degree,6,yakima
NON-STEM,"Meeting, Convention, and Event Planners",46227,Bachelor's degree,6,vancouver
NON-STEM,"Meeting, Convention, and Event Planners",46440,Bachelor's degree,6,spokane
NON-STEM,"Meeting, Convention, and Event Planners",54257,Bachelor's degree,6,snohomish
NON-STEM,"Meeting, Convention, and Event Planners",54257,Bachelor's degree,6,king
NON-STEM,Mental Health and Substance Abuse Social Workers,44848,Bachelor's degree,6,vancouver
NON-STEM,Mental Health and Substance Abuse Social Workers,45740,Bachelor's degree,6,yakima
NON-STEM,Mental Health and Substance Abuse Social Workers,48072,Bachelor's degree,6,snohomish
NON-STEM,Mental Health and Substance Abuse Social Workers,48072,Bachelor's degree,6,king
NON-STEM,Mental Health and Substance Abuse Social Workers,49908,Bachelor's degree,6,spokane
NON-STEM,Mental Health Counselors,43651,Master's degree,8,spokane
NON-STEM,Mental Health Counselors,44199,Master's degree,8,snohomish
NON-STEM,Mental Health Counselors,44199,Master's degree,8,king
NON-STEM,Mental Health Counselors,45233,Master's degree,8,yakima
NON-STEM,Mental Health Counselors,54704,Master's degree,8,vancouver
NON-STEM,Merchandise Displayers and Window Trimmers,27499,High school diploma or equivalent,2,yakima
NON-STEM,Merchandise Displayers and Window Trimmers,30358,High school diploma or equivalent,2,snohomish
NON-STEM,Merchandise Displayers and Window Trimmers,30358,High school diploma or equivalent,2,king
NON-STEM,Merchandise Displayers and Window Trimmers,31717,High school diploma or equivalent,2,spokane
NON-STEM,Merchandise Displayers and Window Trimmers,32812,High school diploma or equivalent,2,vancouver
NON-STEM,"Metal Workers and Plastic Workers, All Other",28021,High school diploma or equivalent,2,vancouver
NON-STEM,"Metal Workers and Plastic Workers, All Other",30727,High school diploma or equivalent,2,yakima
NON-STEM,"Metal Workers and Plastic Workers, All Other",36540,High school diploma or equivalent,2,snohomish
NON-STEM,"Metal Workers and Plastic Workers, All Other",36540,High school diploma or equivalent,2,king
NON-STEM,"Metal Workers and Plastic Workers, All Other",37629,High school diploma or equivalent,2,spokane
NON-STEM,Metal-Refining Furnace Operators and Tenders,39390,High school diploma or equivalent,2,vancouver
NON-STEM,Metal-Refining Furnace Operators and Tenders,37525,High school diploma or equivalent,2,yakima
NON-STEM,Metal-Refining Furnace Operators and Tenders,41344,High school diploma or equivalent,2,snohomish
NON-STEM,Metal-Refining Furnace Operators and Tenders,41344,High school diploma or equivalent,2,king
NON-STEM,Metal-Refining Furnace Operators and Tenders,43685,High school diploma or equivalent,2,spokane
NON-STEM,"Meter Readers, Utilities",39913,High school diploma or equivalent,2,vancouver
NON-STEM,"Meter Readers, Utilities",47047,High school diploma or equivalent,2,yakima
NON-STEM,"Meter Readers, Utilities",48539,High school diploma or equivalent,2,snohomish
NON-STEM,"Meter Readers, Utilities",48539,High school diploma or equivalent,2,king
NON-STEM,"Meter Readers, Utilities",48823,High school diploma or equivalent,2,spokane
NON-STEM,"Middle School Teachers, Except Special and Career/Technical Education",61822,Bachelor's degree,6,spokane
NON-STEM,"Middle School Teachers, Except Special and Career/Technical Education",62481,Bachelor's degree,6,vancouver
NON-STEM,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",34702,High school diploma or equivalent,2,spokane
NON-STEM,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",42971,High school diploma or equivalent,2,vancouver
NON-STEM,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",42971,High school diploma or equivalent,2,yakima
NON-STEM,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",47105,High school diploma or equivalent,2,snohomish
NON-STEM,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",47105,High school diploma or equivalent,2,king
NON-STEM,Millwrights,52672,Apprenticeship,3,vancouver
NON-STEM,Millwrights,71727,Apprenticeship,3,spokane
NON-STEM,"Mixing and Blending Machine Setters, Operators, and Tenders",28693,High school diploma or equivalent,2,yakima
NON-STEM,"Mixing and Blending Machine Setters, Operators, and Tenders",35665,High school diploma or equivalent,2,spokane
NON-STEM,"Mixing and Blending Machine Setters, Operators, and Tenders",36397,High school diploma or equivalent,2,snohomish
NON-STEM,"Mixing and Blending Machine Setters, Operators, and Tenders",36397,High school diploma or equivalent,2,king
NON-STEM,"Mixing and Blending Machine Setters, Operators, and Tenders",37904,High school diploma or equivalent,2,vancouver
NON-STEM,"Mobile Heavy Equipment Mechanics, Except Engines",46628,High school diploma or equivalent,2,yakima
NON-STEM,"Mobile Heavy Equipment Mechanics, Except Engines",49275,High school diploma or equivalent,2,spokane
NON-STEM,"Mobile Heavy Equipment Mechanics, Except Engines",49772,High school diploma or equivalent,2,vancouver
NON-STEM,"Mobile Heavy Equipment Mechanics, Except Engines",52611,High school diploma or equivalent,2,snohomish
NON-STEM,"Mobile Heavy Equipment Mechanics, Except Engines",52611,High school diploma or equivalent,2,king
NON-STEM,"Model Makers, Metal and Plastic",60245,High school diploma or equivalent,2,vancouver
NON-STEM,"Model Makers, Metal and Plastic",55156,High school diploma or equivalent,2,yakima
NON-STEM,"Model Makers, Metal and Plastic",67228,High school diploma or equivalent,2,spokane
NON-STEM,"Model Makers, Metal and Plastic",70719,High school diploma or equivalent,2,snohomish
NON-STEM,"Model Makers, Metal and Plastic",70719,High school diploma or equivalent,2,king
NON-STEM,Models,36600,No formal educational credential,1,vancouver
NON-STEM,Models,36600,No formal educational credential,1,yakima
NON-STEM,Models,36600,No formal educational credential,1,snohomish
NON-STEM,Models,36600,No formal educational credential,1,spokane
NON-STEM,Models,36600,No formal educational credential,1,king
NON-STEM,"Molders, Shapers, and Casters, Except Metal and Plastic",35695,High school diploma or equivalent,2,spokane
NON-STEM,"Molders, Shapers, and Casters, Except Metal and Plastic",36374,High school diploma or equivalent,2,yakima
NON-STEM,"Molders, Shapers, and Casters, Except Metal and Plastic",38922,High school diploma or equivalent,2,vancouver
NON-STEM,"Molders, Shapers, and Casters, Except Metal and Plastic",39105,High school diploma or equivalent,2,snohomish
NON-STEM,"Molders, Shapers, and Casters, Except Metal and Plastic",39105,High school diploma or equivalent,2,king
NON-STEM,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",30494,High school diploma or equivalent,2,yakima
NON-STEM,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",31695,High school diploma or equivalent,2,snohomish
NON-STEM,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",31695,High school diploma or equivalent,2,king
NON-STEM,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",32947,High school diploma or equivalent,2,vancouver
NON-STEM,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",34168,High school diploma or equivalent,2,spokane
NON-STEM,"Morticians, Undertakers, and Funeral Directors",44532,Associate's degree,5,spokane
NON-STEM,"Morticians, Undertakers, and Funeral Directors",48078,Associate's degree,5,snohomish
NON-STEM,"Morticians, Undertakers, and Funeral Directors",48078,Associate's degree,5,king
NON-STEM,"Morticians, Undertakers, and Funeral Directors",52489,Associate's degree,5,yakima
NON-STEM,"Morticians, Undertakers, and Funeral Directors",54444,Associate's degree,5,vancouver
NON-STEM,Motion Picture Projectionists,22266,No formal educational credential,1,spokane
NON-STEM,Motion Picture Projectionists,27038,No formal educational credential,1,vancouver
NON-STEM,Motion Picture Projectionists,30778,No formal educational credential,1,snohomish
NON-STEM,Motion Picture Projectionists,30778,No formal educational credential,1,king
NON-STEM,Motion Picture Projectionists,27715,No formal educational credential,1,yakima
NON-STEM,"Motor Vehicle Operators, All Other",27837,No formal educational credential,1,snohomish
NON-STEM,"Motor Vehicle Operators, All Other",27837,No formal educational credential,1,king
NON-STEM,"Motor Vehicle Operators, All Other",27796,No formal educational credential,1,yakima
NON-STEM,"Motor Vehicle Operators, All Other",28108,No formal educational credential,1,spokane
NON-STEM,"Motor Vehicle Operators, All Other",28650,No formal educational credential,1,vancouver
NON-STEM,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",35868,High school diploma or equivalent,2,vancouver
NON-STEM,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",38077,High school diploma or equivalent,2,spokane
NON-STEM,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",32676,High school diploma or equivalent,2,yakima
NON-STEM,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",39532,High school diploma or equivalent,2,snohomish
NON-STEM,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",39532,High school diploma or equivalent,2,king
NON-STEM,Music Directors and Composers,40944,Bachelor's degree,6,vancouver
NON-STEM,Music Directors and Composers,45913,Bachelor's degree,6,spokane
NON-STEM,Music Directors and Composers,41480,Bachelor's degree,6,yakima
NON-STEM,Music Directors and Composers,80742,Bachelor's degree,6,snohomish
NON-STEM,Music Directors and Composers,80742,Bachelor's degree,6,king
NON-STEM,Musical Instrument Repairers and Tuners,31478,Apprenticeship,3,vancouver
NON-STEM,Musical Instrument Repairers and Tuners,64321,Apprenticeship,3,yakima
NON-STEM,Musical Instrument Repairers and Tuners,32154,Apprenticeship,3,spokane
NON-STEM,Musical Instrument Repairers and Tuners,32492,Apprenticeship,3,snohomish
NON-STEM,Musical Instrument Repairers and Tuners,32492,Apprenticeship,3,king
NON-STEM,New Accounts Clerks,36777,High school diploma or equivalent,2,vancouver
NON-STEM,New Accounts Clerks,37234,High school diploma or equivalent,2,yakima
NON-STEM,New Accounts Clerks,38309,High school diploma or equivalent,2,spokane
NON-STEM,New Accounts Clerks,40288,High school diploma or equivalent,2,snohomish
NON-STEM,New Accounts Clerks,40288,High school diploma or equivalent,2,king
NON-STEM,Nonfarm Animal Caretakers,24116,High school diploma or equivalent,2,yakima
